2VLR       59000.000  4.77085    33   0.04700  0.02400  0.04800  0.02700  0.02500  0.00700  0.00100  0.00200  0.00800  0.00100
2WPT    50000000.000  7.69897    41   0.63000  0.54300  0.49300  0.42900  0.34100  0.32500  0.24800  0.16100  0.11700  0.07000
3BDY       33000.000  4.51851    24   0.00600  0.00100  0.00800  0.00500  0.00000  0.00100  0.00000  0.00000  0.00100  0.00000
3BE1      100000.000  5.00000    36   0.00100  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000
3BK3     1400000.000  6.14613    29   0.00000  0.00000  0.00200  0.00000  0.00200  0.00000  0.00100  0.00900  0.00400  0.00000
3BP8      995000.000  5.99782    27   0.00500  0.00400  0.00300  0.00100  0.00000  0.00000  0.00000  0.00200  0.00100  0.00100
3D5R     1200000.000  6.07918    35   0.80200  0.72500  0.65300  0.57100  0.45500  0.35500  0.29400  0.24500  0.23600  0.19800
3D5S     1330000.000  6.12385    33   0.78100  0.75000  0.61900  0.52800  0.46100  0.35900  0.29500  0.26100  0.22300  0.20000
3HFM     1880000.000  6.27416    41   0.19700  0.19700  0.19900  0.21000  0.19500  0.15900  0.15700  0.15000  0.14700  0.13000
3L5X     1250000.000  6.09691    23   0.11300  0.10000  0.14600  0.11900  0.10600  0.07800  0.06400  0.04300  0.04400  0.03800
3LB6   122000000.000  8.08636    39   0.00900  0.00200  0.03300  0.02100  0.01000  0.01000  0.00000  0.00100  0.00000  0.00000
3MZG       94000.000  4.97313    54   0.19300  0.13000  0.10200  0.04700  0.01000  0.05000  0.01100  0.00600  0.00200  0.00200
3MZW     4000000.000  6.60206    45   0.36800  0.28800  0.23200  0.18000  0.19000  0.12500  0.09200  0.07400  0.07600  0.06100
3N06      110000.000  5.04139    51   0.27900  0.17900  0.13400  0.06700  0.05900  0.01900  0.00800  0.00800  0.00700  0.00200
3N0P       99000.000  4.99564    53   0.24700  0.15400  0.11700  0.05700  0.03000  0.06000  0.00500  0.00200  0.00500  0.00500
3N85     1300000.000  6.11394    52   0.00700  0.00000  0.00200  0.00300  0.00000  0.00000  0.00000  0.00000  0.00000  0.00100
3NCB       88000.000  4.94448    51   0.34800  0.18900  0.12300  0.10600  0.03900  0.01300  0.00100  0.00200  0.00400  0.00600
3NCC       67000.000  4.82607    51   0.37400  0.26100  0.15500  0.11900  0.08300  0.03900  0.03200  0.00500  0.00600  0.00200
3NGB       38300.000  4.58320    51   0.31100  0.21300  0.12700  0.11500  0.11000  0.10600  0.05800  0.00700  0.01800  0.01200
3QHY     1900000.000  6.27875    55   0.06900  0.15300  0.14500  0.11600  0.06500  0.02700  0.01600  0.03000  0.05200  0.02700
3S9D     2100000.000  6.32222    44   0.10200  0.13500  0.11400  0.07300  0.01000  0.03600  0.01600  0.02200  0.03000  0.02600
3U82      570000.000  5.75587    39   0.02300  0.02900  0.02200  0.02000  0.00900  0.00300  0.00000  0.00300  0.00000  0.00100
3W2D       10700.000  4.02938    39   0.02700  0.00900  0.00600  0.00100  0.00100  0.00000  0.00200  0.00100  0.00700  0.00000
4CVW     1500000.000  6.17609    49   0.61200  0.19900  0.25100  0.24400  0.23000  0.19100  0.10200  0.19200  0.14400  0.06900
4FTV       45000.000  4.65321    49   0.06500  0.01100  0.00600  0.00500  0.01300  0.00500  0.00100  0.00000  0.00000  0.00000
4G0N    35500000.000  7.55023    23   0.88100  0.84400  0.78000  0.71900  0.63100  0.56100  0.47000  0.44900  0.38600  0.34500
4HFK      129000.000  5.11059    41   0.62200  0.48100  0.29200  0.24200  0.19000  0.13000  0.10600  0.05100  0.02400  0.00800
4HRN      322000.000  5.50786    37   0.11400  0.10400  0.06900  0.01200  0.00300  0.01000  0.01500  0.02700  0.02100  0.00700
4JPK       15700.000  4.19590    62   0.15400  0.11100  0.03300  0.00600  0.00100  0.01300  0.00400  0.00100  0.00200  0.00200
4MNQ       80000.000  4.90309    60   0.24100  0.25400  0.18500  0.12100  0.10700  0.05400  0.04200  0.02100  0.02600  0.04100
4MYW      545000.000  5.73640    41   0.00500  0.03800  0.01600  0.00400  0.00500  0.01100  0.00100  0.00000  0.00100  0.00100
4RA0    16000000.000  7.20412    48   0.75200  0.63200  0.51700  0.46900  0.31400  0.30900  0.22200  0.13200  0.11000  0.08000
4U6H      512500.000  5.70969    40   0.48300  0.43900  0.36500  0.31000  0.20600  0.12300  0.09200  0.07200  0.06700  0.05100
4UYP     2100000.000  6.32222    36   0.08200  0.07600  0.05700  0.08500  0.01900  0.01800  0.06700  0.04700  0.04900  0.03500
4UYQ     2000000.000  6.30103    38   0.10400  0.05200  0.05000  0.04600  0.03000  0.03500  0.01500  0.00300  0.00600  0.00900
5C6T      295000.000  5.46982    31   0.02100  0.00900  0.00500  0.02200  0.00600  0.01400  0.00300  0.00200  0.01200  0.00100
5F4E      115000.000  5.06070    40   0.11100  0.06400  0.02200  0.05800  0.03400  0.04000  0.03400  0.01100  0.04200  0.01000
5XCO     1300000.000  6.11394    35   0.13300  0.14400  0.13400  0.08500  0.12100  0.13600  0.05500  0.01500  0.01000  0.05600
